date,article_id,country_code,sold_units
2021-08-06,1132,RUS,2
2020-08-25,1132,ESP,4
2021-08-24,1516,DEU,3
2019-10-02,332,RUS,5
2020-11-09,3417,USA,1
2021-02-04,332,RUS,2
2020-04-10,5984,USA,1
2020-08-25,362,DEU,1
2019-12-10,3417,USA,1
2019-11-28,409,USA,1
2019-08-16,5972,RUS,1
2021-08-19,3576,PRT,2
2019-09-14,409,RUS,1
2021-01-03,3417,USA,2
2021-03-04,1923,RUS,1
2021-08-18,3448,DEU,2
2020-05-09,332,ROU,1
2021-01-30,409,UKR,2
2020-08-11,3446,USA,7
2021-02-21,362,USA,1
2020-08-06,1132,USA,1
2021-06-11,332,USA,1
2021-05-18,3417,USA,2
2020-03-25,3448,DEU,2
2020-01-10,2902,RUS,2
2020-03-13,1579,USA,1
2020-12-21,1579,RUS,3
2020-05-07,362,ITA,1
2020-12-09,1132,FRA,1
2021-08-14,5984,USA,1
2021-08-01,5984,ESP,1
2019-08-26,332,RUS,2
2020-05-05,1132,USA,1
2020-06-20,1132,ESP,2
2021-02-27,1132,USA,1
2021-07-07,332,RUS,1
2021-05-17,5972,RUS,1
2020-03-04,3448,USA,4
2019-12-07,409,USA,1
2021-07-04,3448,ESP,2
2021-06-25,3448,RUS,1
2020-11-03,2902,ESP,2
2020-05-18,3448,FRA,1
2021-08-14,5984,USA,1
2019-12-27,332,ESP,3
2021-05-12,332,GBR,3
2021-05-08,4139,USA,7
2020-10-03,362,RUS,1
2020-10-10,362,AUS,1
2021-05-06,5972,USA,1
2020-03-25,5984,FRA,1
2019-11-26,332,USA,1
2020-02-16,3576,USA,unknown
2020-10-16,362,USA,2
2021-08-04,5984,USA,1
2021-04-28,362,ESP,1
2019-11-06,5972,USA,1
2020-08-03,1132,USA,1
2020-11-10,4139,UKR,1
2020-05-19,3446,USA,2
2021-07-30,1923,FRA,4
2021-06-13,5984,DEU,2
2020-05-21,1132,BEL,2
2020-01-22,2902,RUS,1
2021-02-22,3448,USA,1
2021-08-11,332,FRA,1
2020-03-09,362,UKR,1
2021-02-08,5972,DEU,1
2020-03-28,3448,USA,1
2021-05-24,1923,USA,1
2020-11-25,1132,RUS,2
2021-01-31,4139,NLD,7
2020-07-20,5984,ROU,4
2021-05-14,2902,USA,1
2019-08-30,3446,FRA,1
2019-12-27,332,GRC,3
2019-12-02,3448,USA,6
2021-04-25,3576,USA,1
2021-02-15,3446,FRA,1
2019-11-30,3448,RUS,4
2019-07-31,332,SWE,1
2020-06-10,3417,UKR,1
2020-05-20,3446,UKR,1
2020-03-21,5984,GBR,2
2020-12-16,1923,USA,3
2021-08-12,1132,RUS,1
2020-03-16,362,RUS,1
2021-04-20,1923,USA,1
2020-05-24,332,RUS,1
2021-08-17,1516,DEU,8
2021-02-13,5972,DEU,1
2021-08-13,1132,RUS,1
2021-08-05,362,AUS,2
2020-12-21,1579,USA,3
2020-09-27,362,GBR,2
2020-03-29,1516,ITA,2
2021-05-22,2902,ITA,1
2019-12-14,332,USA,1
2020-05-06,5972,FRA,1
2021-07-04,3576,USA,2
2020-05-10,5984,GBR,1
2020-10-24,3417,UKR,2
2021-06-20,3576,RUS,2
2019-08-30,332,RUS,2
2021-06-09,3448,ITA,22
2019-10-11,332,USA,4
2020-12-10,1132,GBR,2
2020-03-29,1516,USA,2
2021-07-06,2902,USA,1
2020-06-14,1132,DEU,2
2020-12-12,332,GBR,1
2021-05-04,1132,POL,2
2020-11-11,362,USA,1
2021-07-28,3448,USA,4
2021-07-02,1579,AUS,2
2021-03-10,3448,ITA,2
2021-08-11,332,FRA,1
2021-02-10,1923,GBR,2
2021-04-08,5972,USA,1
2021-06-20,332,DEU,1
2021-07-07,4139,UKR,1
2020-08-22,1516,UKR,4
2020-06-13,2902,USA,2
2020-10-02,1923,POL,2
2021-06-28,1132,CAN,2
2020-08-09,362,USA,1
2021-06-02,1516,RUS,2
2021-03-02,3448,FRA,1
2020-08-28,1516,DEU,4
2021-05-20,332,AUS,1
2021-03-20,1579,RUS,1
2021-07-09,1579,GRC,1
2020-09-03,362,ITA,1
2020-05-28,3446,NLD,2
2019-12-18,3417,ROU,2
2021-05-15,362,RUS,3
2021-03-19,362,USA,1
2020-12-09,1923,POL,3
2020-02-25,3417,FRA,1
2019-09-12,1579,DEU,1
2021-08-29,1132,GBR,2
2021-08-02,5984,USA,1
2019-12-28,409,UKR,1
2020-04-22,1516,USA,4
2019-12-12,3417,USA,2
2021-07-19,3448,DEU,2
2021-03-13,1923,USA,2
2021-07-27,362,UKR,1
2021-06-02,3448,NLD,7
2021-03-11,409,DEU,1
2020-12-19,5984,GBR,1
2020-09-09,3576,ESP,1
2020-01-02,5972,AUS,1
2021-04-17,3576,FRA,4
2021-03-14,4139,ITA,1
2019-10-13,3576,POL,1
2021-08-14,1132,USA,2
2021-03-08,1132,USA,1
2020-11-10,409,DEU,1
2021-06-14,362,USA,1
2021-03-20,4139,USA,2
2020-02-09,362,USA,2
2020-02-02,332,ROU,1
2020-10-31,3446,NLD,1
2020-09-01,1132,RUS,1
2021-01-25,362,ITA,1
2021-07-08,1516,NLD,4
2020-02-23,5984,RUS,1
2021-07-24,3576,USA,1
2021-06-18,1516,DEU,1
2019-09-07,3446,USA,4
2020-04-09,2902,USA,1
2021-04-27,3417,USA,2
2020-09-22,409,SWE,1
2020-11-29,332,USA,4
2019-12-31,332,GBR,1
2021-02-10,3576,ESP,1
2020-11-29,3417,ESP,1
2020-12-31,3448,RUS,2
2021-01-08,362,ROU,1
2021-01-04,3417,CAN,2
2020-08-23,332,CAN,3
2019-11-01,3446,USA,1
2021-04-20,3417,FRA,3
2021-08-13,362,USA,2
2020-06-29,1132,UKR,1
2019-09-24,3446,USA,3
2021-06-29,1923,RUS,6
2019-11-16,3448,ITA,4
2020-01-27,2902,ITA,1
2020-01-24,332,FRA,1
2021-07-25,3417,GBR,1
2020-05-09,409,FRA,1
2021-02-13,3448,ITA,2
2021-03-27,3448,RUS,1
2021-06-28,3417,ITA,1
2019-12-08,409,DEU,1
2020-03-04,5984,USA,2
2020-12-29,5984,FRA,2
2021-08-16,1516,DEU,7
2020-10-12,3576,USA,1
2020-12-05,5972,DEU,2
2021-01-15,4139,USA,3
2019-11-23,3576,USA,2
2020-08-22,3576,DEU,1
2021-08-12,3448,USA,1
2021-06-27,1132,NLD,2
2019-08-02,1516,USA,2
2020-11-01,3448,USA,2
2021-08-01,5984,USA,1
2020-12-12,1579,USA,1
2021-05-14,3417,RUS,2
2021-08-02,3576,RUS,1
2021-05-26,1132,USA,5
2021-07-21,3576,FRA,1
2020-03-02,409,USA,1
2019-10-24,5984,USA,1
2021-04-27,5984,BEL,1
2021-01-06,3448,AUS,2
2020-08-05,3448,GBR,1
2020-01-21,3448,BEL,1
2021-08-16,4139,USA,3
2020-12-09,5972,RUS,3
2020-09-19,2902,USA,3
2020-02-21,5984,FRA,1
2021-01-17,362,CZE,2
2021-04-18,5972,RUS,1
2021-07-13,1923,RUS,1
2019-11-29,3448,GBR,4
2021-08-17,3448,DEU,8
2021-08-25,332,DEU,1
2020-09-21,4139,ITA,1
2020-01-20,3576,USA,4
2020-02-13,362,USA,2
2021-06-29,5984,NLD,2
2019-12-03,3417,DEU,4
2021-04-19,1132,USA,1
2021-04-15,1516,POL,2
2020-05-05,409,USA,2
2021-06-04,3448,DEU,10
2020-06-07,1132,USA,2
2020-10-24,332,RUS,1
2020-04-09,1132,CAN,1
2020-08-24,1516,ESP,2
2019-09-10,1516,GBR,1
2020-11-16,4139,GBR,1
2019-11-23,409,USA,2
2020-08-06,1132,RUS,1
2020-08-13,3446,DEU,1
2020-11-25,362,DEU,2
2020-08-21,1579,RUS,2
2021-06-26,332,POL,1
2019-12-09,3576,POL,1
2020-10-22,3576,CAN,1
2021-04-23,3576,RUS,1
2020-07-26,2902,DEU,1
2019-09-20,3446,USA,1
2019-12-28,1516,RUS,1
2021-03-14,3446,POL,1
2021-04-01,332,UKR,1
2020-04-26,409,USA,4
2019-11-25,332,USA,1
2019-11-05,332,USA,1
2020-12-04,5972,ROU,5
2020-03-17,2902,RUS,1
2020-01-14,362,BEL,1
2019-10-30,3417,ITA,1
2020-03-14,3448,USA,3
2020-10-27,362,USA,2
2020-08-15,4139,USA,6
2019-11-28,3448,RUS,4
2019-09-20,332,CZE,6
2020-08-05,4139,ITA,1
2020-02-25,332,CAN,1
2020-11-02,5972,RUS,1
2021-08-11,4139,USA,2
2020-10-14,362,FRA,1
2021-07-20,2902,USA,1
2020-02-04,1579,USA,2
2021-08-15,1516,DEU,2
2021-01-01,3448,CAN,3
2020-04-22,1516,UKR,4
2021-07-02,1579,USA,2
2019-11-25,5984,USA,2
2021-07-26,4139,DEU,3
2021-02-14,1923,RUS,3
2020-07-29,1579,RUS,2
2019-10-31,5984,USA,3
2021-03-20,4139,AUS,2
2021-08-09,362,UKR,1
2021-07-09,362,RUS,1
2020-10-23,4139,ITA,1
2020-10-27,3446,USA,4
2021-01-09,1579,FRA,1
2020-07-20,1132,FRA,1
2020-09-13,3446,BEL,1
2020-07-04,1132,DEU,2
2021-05-08,3417,ITA,1
2020-08-10,332,RUS,1
2019-09-22,3576,ESP,1
2021-06-28,3417,ITA,1
2020-09-04,1132,DEU,4
2021-08-24,1579,FRA,1
2020-04-17,1132,USA,1
2021-05-16,4139,ITA,1
2021-08-02,3576,POL,1
2021-07-10,1923,USA,2
2020-05-22,1132,GBR,1
2021-02-13,5984,ITA,1
2020-08-21,3448,DEU,1
2021-07-10,3448,USA,1
2020-07-22,5972,FRA,1
2020-12-18,2902,FRA,2
2021-01-02,409,UKR,1
2021-07-31,3576,USA,1
2020-04-18,3576,USA,2
2021-01-23,332,USA,1
2021-06-06,5984,ESP,1
2021-02-04,1923,POL,2
2020-07-26,3446,USA,2
2021-03-01,2902,ROU,1
2020-11-23,362,USA,1
2020-04-26,409,RUS,4
2020-07-18,362,USA,2
2021-01-06,3448,USA,2
2020-10-21,3448,FRA,1
2020-10-15,409,DEU,1
2021-04-16,5984,USA,1
2021-02-18,332,POL,2
2020-06-09,362,RUS,1
2021-04-09,3448,USA,1
2020-05-04,1579,USA,1
2021-02-14,1923,BEL,3
2020-12-23,1923,FRA,5
2020-03-01,5972,USA,2
2020-02-15,2902,USA,1
2021-01-13,5984,UKR,1
2020-08-02,1516,USA,1
2021-01-21,1132,USA,1
2020-08-06,3446,USA,2
2021-06-18,362,FRA,2
2021-05-11,1923,DEU,8
2021-04-08,5984,AUS,1
2019-08-19,332,USA,4
2021-08-14,409,NLD,2
2020-11-14,4139,RUS,1
2021-06-04,332,RUS,1
2020-01-09,3448,DEU,1
2021-01-28,5972,GBR,3
2020-08-23,3446,BEL,2
2021-01-16,3446,NLD,1
2019-08-06,332,CZE,1
2021-06-23,332,FRA,1
2020-08-05,5984,USA,1
2020-08-04,1516,GBR,4
2019-12-06,3448,USA,1
2020-10-11,332,CZE,1
2020-09-11,4139,RUS,3
2020-08-22,409,USA,1
2020-05-10,3446,ESP,4
2020-10-20,2902,USA,1
2020-11-03,3448,RUS,3
2020-10-31,3446,USA,1
2021-02-24,332,USA,1
2020-08-15,1132,RUS,3
2021-05-07,362,ITA,1
2021-04-23,332,USA,1
2020-04-13,362,GBR,1
2021-05-13,1923,ROU,2
2021-06-15,3448,ITA,2
2020-09-08,362,USA,1
2020-11-23,362,RUS,1
2021-03-10,4139,RUS,1
2020-12-15,1923,ITA,4
2021-08-23,3576,USA,1
2021-05-20,5984,USA,2
2020-08-15,1132,USA,3
2019-10-18,5984,GBR,1
2021-08-11,3448,ITA,2
2019-09-24,332,USA,3
2019-12-17,3446,FRA,1
2020-02-24,3417,RUS,1
2019-11-29,409,USA,1
2020-11-26,2902,RUS,1
2020-02-29,5984,USA,1
2021-05-30,4139,RUS,1
2020-11-01,4139,ITA,2
2021-08-06,1132,AUS,2
2020-11-29,1579,USA,1
2020-10-19,1579,CAN,1
2020-08-02,1516,USA,1
2021-04-08,4139,RUS,1
2021-04-22,3417,USA,1
2019-11-06,3417,FRA,1
2020-04-27,3448,USA,1
2020-08-01,1132,RUS,4
2021-03-11,3448,USA,1
2020-08-03,3417,DEU,1
2021-05-01,3446,USA,1
2021-03-09,4139,USA,3
2019-12-13,2902,ROU,2
2021-06-29,332,RUS,1
2020-05-28,5972,ROU,1
2020-11-21,4139,FRA,2
2020-12-18,1923,USA,1
2020-01-21,409,USA,2
2020-10-26,3417,FRA,1
2021-07-02,1516,USA,6
2020-01-06,1579,ROU,1
2020-12-26,332,ESP,1
2020-06-18,3417,RUS,1
2021-05-10,4139,USA,4
2020-03-10,3417,FRA,2
2020-12-08,1132,RUS,2
2019-10-20,3417,GBR,5
2020-10-30,3448,DEU,4
2020-02-09,5984,UKR,1
2020-01-12,409,USA,2
2019-10-18,5984,UKR,1
2019-12-16,3446,POL,2
2020-10-31,1132,USA,1
2019-10-21,3417,USA,4
2020-11-07,5972,ESP,1
2021-08-08,332,ITA,5
2021-05-26,4139,DEU,1
2021-07-31,362,UKR,1
2021-06-09,332,NLD,1
2020-04-11,1132,USA,4
2020-10-20,1579,DEU,1
2021-01-20,1923,FRA,2
2021-07-17,362,DEU,2
2020-07-31,3576,AUS,1
2020-10-20,2902,USA,1
2019-08-27,409,RUS,1
2021-01-12,5972,CAN,3
2019-07-21,1579,FRA,1
2021-06-17,1923,FRA,2
2021-06-30,5984,ITA,2
2020-06-22,362,GBR,1
2020-03-17,5972,BEL,1
2020-02-28,1132,USA,1
2021-07-24,362,USA,1
2021-04-17,1923,RUS,1
2021-04-24,3448,RUS,1
2020-04-27,3448,FRA,1
2020-09-17,362,BEL,1
2021-06-13,1923,UKR,2
2020-09-09,362,CAN,1
2020-07-06,1132,PRT,2
2021-03-08,1579,USA,3
2021-03-08,1132,USA,1
2021-01-02,3417,ITA,1
2020-03-10,5972,USA,1
2020-09-15,2902,USA,1
2020-08-29,4139,ESP,4
2021-04-17,1132,UKR,3
2019-09-27,332,USA,3
2021-06-11,2902,FRA,7
2021-06-01,1579,CAN,1
2020-11-01,5972,FRA,1
2020-12-13,332,USA,2
2020-10-11,362,RUS,3
2020-02-11,3576,USA,1
2020-03-29,1516,USA,2
2020-03-09,3417,DEU,3
2021-06-19,4139,USA,1
2019-10-08,3446,USA,1
2020-07-12,1132,RUS,1
2021-08-14,1132,ITA,2
2021-06-23,332,RUS,1
2020-02-06,362,USA,1
2019-11-23,409,USA,2
2020-12-04,362,USA,1
2019-12-23,2902,GBR,2
2020-10-20,5972,USA,2
2020-11-24,2902,AUS,1
2019-08-27,3576,USA,1
2020-09-08,332,ESP,1
2020-08-07,362,USA,2
2021-06-01,1579,USA,1
2021-02-19,362,DEU,1
2020-08-24,362,USA,1
2020-08-16,5984,USA,1
2020-04-11,1579,USA,1
2021-05-21,1579,USA,1
2019-10-13,1579,ESP,1
2019-12-31,1579,USA,1
2019-12-22,2902,USA,2
2020-02-18,3446,ESP,2
2019-11-13,1516,RUS,1
2019-12-15,332,UKR,1
2020-12-19,362,RUS,2
2020-03-08,362,USA,2
2021-06-09,3448,USA,22
2021-06-29,3576,UKR,4
2021-06-05,362,USA,3
2021-07-24,362,POL,1
2020-09-10,362,DEU,1
2020-06-11,409,USA,4
2021-01-26,409,USA,2
2020-01-20,3417,USA,1
2020-06-01,1132,ESP,2
2021-08-21,5984,BEL,1
2021-06-24,2902,USA,1
2021-03-25,5972,USA,1
2020-06-19,1579,USA,1
2021-03-14,4139,RUS,1
2020-11-03,362,RUS,2
2021-02-04,1923,USA,2
2020-07-16,3417,PRT,1
2021-05-25,3576,DEU,1
2020-08-28,1132,AUS,1
2021-08-07,332,DEU,3
2019-12-08,1579,ESP,1
2021-08-07,5972,FRA,1
2019-10-25,3417,ITA,2
2020-03-03,3576,USA,1
2020-05-08,1516,USA,1
2020-07-28,362,RUS,5
2019-11-09,3576,USA,1
2020-06-19,1579,ROU,1
2021-01-11,4139,FRA,4
2019-11-06,5972,UKR,1
2019-10-28,3417,FRA,6
2021-06-27,3576,USA,5
2020-10-01,362,ROU,2
2020-07-16,1132,UKR,1
2020-10-21,3448,BEL,1
2020-06-09,3417,RUS,1
2021-05-02,3576,GBR,1
2021-01-22,3448,CZE,1
2020-03-23,5972,USA,2
2020-11-17,1132,RUS,4
2021-05-05,1516,ROU,1
2020-07-20,1132,SWE,2
2021-03-11,1579,RUS,1
2019-08-30,332,RUS,2
2020-12-29,332,BEL,2
2021-03-29,362,ESP,1
2021-06-01,332,USA,1
2020-09-18,362,USA,1
2021-04-19,1516,USA,15
2019-10-03,5984,NLD,2
2021-03-23,362,USA,1
2021-08-05,1579,RUS,2
2021-06-26,1132,USA,1
2020-12-08,332,RUS,1
2021-05-27,3417,DEU,1
2019-09-06,332,USA,2
2020-04-19,5984,AUS,1
2020-02-21,362,USA,2
2019-12-18,2902,PRT,5
2020-08-27,5984,FRA,1
2021-02-19,5984,RUS,1
2020-11-14,1923,USA,4
2019-08-25,332,USA,1
2020-01-07,2902,GBR,1
2020-08-11,1132,FRA,1
2019-11-10,5984,ESP,1
2021-08-29,4139,USA,2
2020-01-19,362,RUS,1
2020-11-20,5972,USA,1
2020-03-13,1132,DEU,1
2021-06-10,1516,ESP,1
2021-07-03,1132,USA,1
2019-07-29,1516,USA,1
2020-04-10,5972,RUS,2
2021-03-11,3448,FRA,1
2019-08-28,1516,USA,2
2021-08-15,1579,GBR,1
2021-05-16,332,USA,2
2020-12-22,332,NLD,3
2020-10-28,3446,RUS,1
2021-06-14,2902,ITA,3
2021-03-29,332,USA,1
2019-12-23,3448,USA,4
2021-01-18,332,CAN,1
2021-04-19,3576,USA,2
2020-12-14,1579,USA,2
2021-03-14,3576,GRC,1
2020-02-19,3417,USA,2
2020-07-30,5984,USA,1
2020-06-14,362,USA,1
2021-06-01,362,USA,1
2019-08-09,332,AUS,1
2021-07-16,1516,USA,1
2019-12-23,3446,ESP,1
2021-07-06,2902,USA,1
2021-07-13,1516,NLD,2
2020-07-07,3576,RUS,1
2021-01-12,3448,USA,4
2021-06-18,2902,USA,1
2021-08-02,3576,ITA,1
2021-04-12,3446,GBR,1
2020-03-07,2902,USA,1
2021-03-21,409,FRA,1
2020-10-25,2902,USA,2
2021-02-16,3576,CAN,1
2020-10-29,3448,USA,3
2020-06-10,1132,SWE,1
2020-01-22,3446,POL,1
2020-12-01,5984,CAN,1
2021-08-20,1516,ITA,11
2020-05-16,3446,RUS,2
2021-08-21,5984,USA,1
2020-12-20,1132,RUS,3
2021-01-28,1923,ESP,5
2020-05-19,3446,DEU,2
2020-10-29,3576,RUS,1
2021-02-22,5984,RUS,1
2020-09-17,3417,ESP,1
2020-03-11,3417,DEU,3
2021-08-22,1516,USA,10
2021-07-12,332,ITA,1
2021-01-08,2902,CAN,1
2021-08-16,2902,CAN,1
2020-06-05,3446,ESP,1
2021-01-19,3448,USA,18
2020-11-20,4139,ITA,1
2021-07-06,362,RUS,5
2021-07-20,5984,POL,2
2021-03-14,3446,DEU,1
2020-06-15,5972,AUS,1
2021-06-23,4139,AUS,1
2020-10-02,1516,USA,1
2020-11-30,409,RUS,4
2020-03-23,3576,DEU,3
2020-12-22,4139,ITA,2
2020-10-22,1579,USA,1
2020-03-28,2902,RUS,1
2021-01-31,4139,DEU,7
2020-08-13,1132,RUS,1
2020-06-27,1516,GBR,1
2021-06-19,332,ROU,2
2020-10-06,1923,RUS,1
2021-06-25,332,ESP,2
2020-12-28,1132,USA,1
2020-02-06,2902,GBR,3
2021-05-07,362,RUS,1
2020-12-03,5972,CAN,3
2020-11-30,409,DEU,4
2020-06-13,1132,GBR,1
2021-07-05,362,AUS,1
2020-10-30,362,RUS,1
2020-10-25,1516,USA,3
2020-01-27,362,USA,2
2020-02-26,1132,RUS,1
2021-02-04,5972,DEU,2
2021-08-17,4139,ESP,1
2020-11-20,362,USA,1
2020-04-03,3576,DEU,2
2021-03-30,3417,USA,1
2020-06-04,1132,FRA,3
2021-06-02,1516,SWE,2
2019-09-20,332,USA,6
2019-09-06,1516,NLD,1
2019-09-11,3417,RUS,1
2021-04-11,5972,USA,1
2020-09-20,3417,USA,1
2021-01-16,4139,ESP,2
2021-07-04,2902,NLD,2
2020-10-26,1132,USA,1
2021-04-06,1516,ESP,1
2019-10-14,332,UKR,2
2021-03-25,4139,CAN,1
2019-11-29,409,FRA,1
2020-12-28,5972,RUS,1
2020-06-28,3446,RUS,1
2019-10-05,3417,USA,1
2020-07-02,1579,USA,1
2019-10-13,332,DEU,2
2021-08-14,1579,RUS,2
2020-06-24,1132,USA,1
2019-12-09,3576,FRA,1
2021-05-13,1132,CAN,3
2021-02-11,3448,ROU,2
2020-07-05,409,RUS,1
2020-03-08,3576,GBR,1
2020-06-03,5984,GBR,1
2020-04-13,3576,GBR,1
2021-03-29,4139,ITA,3
2020-05-23,1132,AUS,4
2021-06-22,1579,ESP,2
2020-03-20,3417,ITA,1
2021-04-10,1132,FRA,1
2020-12-23,4139,ITA,4
2020-12-26,1579,FRA,2
2021-02-23,4139,USA,3
2020-04-02,3576,ROU,1
2020-02-01,2902,RUS,1
2020-10-23,4139,DEU,1
2020-12-17,1923,ESP,5
2020-08-23,1579,RUS,1
2019-11-22,1579,UKR,1
2020-11-05,3448,CAN,2
2020-10-15,362,USA,1
2021-02-13,3448,USA,2
2019-12-17,5972,ITA,2
2020-11-18,5972,CAN,2
2021-08-20,1579,RUS,3
2020-06-14,1132,USA,5
2021-08-08,1132,UKR,6
2020-07-04,1132,SWE,2
2020-08-07,1516,RUS,3
2020-12-22,2902,USA,1
2021-02-09,332,USA,1
2021-08-29,1516,RUS,3
2021-04-18,5972,GBR,1
2020-06-14,362,DEU,1
2020-09-17,1132,GBR,4
2021-02-15,1923,FRA,1
2020-03-05,1132,ITA,3
2021-07-16,362,USA,2
2021-04-17,3448,DEU,1
2020-06-27,1132,POL,2
2021-08-22,1923,RUS,1
2021-05-05,1579,RUS,2
2019-11-08,3417,USA,3
2019-08-02,5984,USA,1
2020-02-04,1579,USA,2
2020-05-09,3417,USA,1
2021-07-06,1923,USA,1
2020-01-17,3446,RUS,1
2020-03-26,5984,FRA,1
2020-06-07,1132,GBR,2
2019-12-13,3417,USA,2
2019-10-07,3446,USA,4
2021-03-29,362,USA,2
2021-05-12,1132,USA,1
2020-10-17,2902,USA,2
2021-05-28,1132,CAN,3
2020-12-12,1923,DEU,2
2021-02-03,3576,USA,2
2021-07-31,3417,DEU,1
2019-10-17,409,USA,1
2019-09-07,3576,RUS,1
2020-10-04,2902,USA,1
2021-07-31,332,USA,1
2021-07-20,3576,CAN,5
2020-10-19,1132,AUS,1
2021-06-09,3576,UKR,1
2021-04-12,5972,USA,1
2021-05-01,1516,DEU,2
2020-11-18,362,CAN,1
2020-05-17,1579,CAN,1
2019-11-27,332,GBR,5
2019-12-15,332,USA,1
2020-10-15,1923,DEU,1
2021-07-16,362,AUS,3
2019-11-24,3446,RUS,1
2020-05-27,3576,USA,1
2020-07-31,3576,USA,1
2021-07-12,4139,ROU,1
2021-08-20,1516,USA,11
2021-02-18,332,FRA,2
2020-02-15,362,ESP,4
2020-04-08,3576,USA,4
2019-09-15,332,UKR,1
2020-07-21,1132,UKR,3
2020-01-24,3446,POL,2
2020-07-28,362,UKR,5
2020-12-05,362,USA,3
2019-12-15,2902,USA,1
2021-01-13,362,ITA,1
2020-12-31,1923,USA,1
2021-02-06,4139,USA,3
2020-09-21,362,USA,1
2019-11-07,3446,UKR,4
2019-12-26,3446,ITA,2
2021-06-14,3448,USA,21
2021-01-29,332,RUS,1
2020-11-18,5984,USA,1
2020-09-11,1516,DEU,1
2021-05-14,2902,USA,1
2020-05-30,5984,GBR,1
2020-01-24,1579,RUS,1
2021-07-08,2902,GBR,1
2019-12-10,5984,FRA,1
2021-01-26,3417,ESP,2
2020-05-06,5972,DEU,1
2020-09-04,1132,DEU,4
2019-09-23,409,GBR,1
2020-07-14,409,NLD,1
2021-03-01,332,DEU,1
2020-08-23,2902,RUS,2
2021-03-27,4139,USA,2
2020-10-25,3448,USA,2
2021-04-02,2902,DEU,1
2021-07-24,1516,GBR,3
2021-06-23,3448,USA,2
2019-09-13,3446,RUS,1
2020-08-28,5984,USA,1
2020-09-03,1516,ITA,2
2020-04-22,1516,GBR,4
2020-03-04,3446,DEU,1
2019-08-11,1579,USA,1
2020-07-06,1132,USA,1
2020-10-21,409,GBR,1
2020-10-25,4139,DEU,1
2021-08-10,1132,USA,1
2021-02-04,3448,FRA,3
2020-05-07,362,USA,1
2020-11-04,1132,USA,10
2019-10-16,409,CZE,1
2020-10-29,4139,USA,5
2020-10-19,332,GBR,1
2020-10-19,1132,DEU,1
2020-12-27,332,USA,2
2020-04-17,1132,FRA,1
2021-03-05,2902,USA,1
2021-04-11,5972,FRA,1
2021-01-17,1923,USA,3
2020-11-06,362,RUS,2
2020-12-25,1923,RUS,5
2020-10-26,1132,USA,2
2019-10-16,3576,CAN,1
2020-10-10,1579,RUS,1
2020-08-22,1132,RUS,2
2021-01-19,1923,CAN,8
2020-05-17,1132,USA,1
2021-02-16,3576,USA,1
2021-02-20,1132,RUS,1
2021-03-27,3448,USA,1
2021-02-27,332,ITA,1
2019-10-13,1579,USA,1
2021-06-10,3417,USA,1
2020-07-28,409,NLD,2
2020-12-18,2902,RUS,2
2019-09-20,332,ESP,3
2021-05-08,1132,USA,2
2020-01-07,2902,ITA,1
2021-07-24,3576,USA,1
2019-10-29,1516,DEU,2
2021-02-04,3448,RUS,3
2019-10-06,3417,FRA,1
2020-11-07,5984,RUS,1
2020-12-14,5972,RUS,2
2021-04-17,362,DEU,2
2020-11-04,332,USA,1
2020-12-13,5972,GBR,2
2020-06-12,409,USA,1
2019-10-11,3417,SWE,2
2020-02-26,3448,AUS,1
2019-12-18,3417,CZE,2
2021-06-26,332,DEU,1
2020-11-24,1923,USA,3
2021-07-31,3448,RUS,1
2020-01-14,1579,USA,3
2019-10-16,5984,DEU,2
2021-05-23,1132,CAN,2
2021-01-11,5984,FRA,3
2020-02-28,332,UKR,1
2019-08-09,332,USA,1
2021-06-29,332,RUS,1
2021-08-05,1923,GBR,4
2021-05-10,362,FRA,3
2020-03-09,3417,USA,3
2020-02-11,3576,DEU,1
2020-11-18,5972,UKR,2
2020-11-05,1923,UKR,11
2020-03-17,362,ITA,1
2021-03-14,1923,CZE,7
2020-08-05,1132,USA,3
2021-05-28,1132,GBR,3
2020-08-23,2902,DEU,2
2020-12-09,1132,GRC,1
2021-06-07,4139,DEU,3
2019-10-20,332,RUS,6
2020-03-20,3576,DEU,1
2020-12-09,3448,USA,3
2020-08-31,1516,RUS,3
2020-11-07,5972,NLD,1
2020-07-10,409,FRA,1
2021-01-01,362,USA,1
2020-11-26,409,DEU,1
2020-08-29,332,GBR,1
2021-08-10,362,USA,3
2020-11-23,409,USA,1
2020-09-24,3576,USA,2
2020-10-28,1923,BEL,1
2019-12-18,5972,USA,1
2021-04-03,4139,USA,2
2019-11-27,3417,RUS,1
2020-09-05,1516,USA,7
2021-04-15,4139,ITA,1
2020-11-10,4139,SWE,1
2021-02-23,4139,GBR,3
2021-06-15,409,RUS,1
2020-04-20,3576,USA,2
2020-08-26,1516,SWE,3
2021-04-28,362,USA,1
2020-04-21,362,RUS,1
2020-02-02,332,RUS,1
2020-05-03,3446,DEU,7
2020-03-17,1579,AUS,1
2021-01-30,1923,DEU,2
2020-09-12,332,FRA,1
2021-02-19,332,USA,1
2020-10-25,1923,GBR,1
2021-08-12,332,FRA,1
2020-03-28,409,FRA,3
2019-12-28,3446,ITA,2
2020-08-13,3446,GBR,1
2020-10-26,362,POL,1
2020-04-27,3417,POL,1
2021-05-29,1132,USA,1
2020-10-21,2902,GBR,3
2020-08-09,1132,RUS,1
